,country,org_type,flow_type,transaction_type,year,quarter,month,aggregate_type,variable,value,timeframe,measure
12310,Switzerland,Switzerland,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,302.2824206,Yearly,LDC status
12415,Switzerland,Switzerland,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,446.5486735,Yearly,LDC status
125103,Switzerland,Switzerland,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,444.253643,Yearly,LDC status
12613,Switzerland,Switzerland,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,359.8446288,Yearly,LDC status
12733,UK,UK,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2481.617826,Yearly,LDC status
128103,UK,UK,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,2302.251457,Yearly,LDC status
12973,UK,UK,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1761.278509,Yearly,LDC status
13093,UK,UK,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2927.313386,Yearly,LDC status
13114,UK,UK,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,3138.822124,Yearly,LDC status
132103,UK,UK,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,2519.471444,Yearly,LDC status
13333,UNDP,UNDP,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2327.902045,Yearly,LDC status
13453,UNDP,UNDP,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,2294.50322,Yearly,LDC status
135102,UNDP,UNDP,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,2348.661594,Yearly,LDC status
13693,UNDP,UNDP,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,1695.480614,Yearly,LDC status
13723,UNDP,UNDP,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,1619.242332,Yearly,LDC status
13823,UNDP,UNDP,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1664.908506,Yearly,LDC status
139112,UNICEF,UNICEF,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2340.656081,Yearly,LDC status
14063,UNICEF,UNICEF,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,2277.074091,Yearly,LDC status
14182,UNICEF,UNICEF,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,2303.66685,Yearly,LDC status
142112,UNICEF,UNICEF,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2672.559271,Yearly,LDC status
143113,UNICEF,UNICEF,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,2963.502321,Yearly,LDC status
14423,UNICEF,UNICEF,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,3026.280987,Yearly,LDC status
14510,UNIDO,UNIDO,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,105.5260248,Yearly,LDC status
14614,UNIDO,UNIDO,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,104.5106025,Yearly,LDC status
1479,UNIDO,UNIDO,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,94.56483255,Yearly,LDC status
14813,UNIDO,UNIDO,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,30.95827192,Yearly,LDC status
14914,UNIDO,UNIDO,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,33.42345089,Yearly,LDC status
150103,UNIDO,UNIDO,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,34.2083979,Yearly,LDC status
15133,UNOCHA,UNOCHA,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,203.5411401,Yearly,LDC status
15252,UNOCHA,UNOCHA,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,172.1681731,Yearly,LDC status
153102,UNOCHA,UNOCHA,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,289.0373035,Yearly,LDC status
15493,UNOCHA,UNOCHA,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,460.0079149,Yearly,LDC status
15514,UNOCHA,UNOCHA,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,524.1994049,Yearly,LDC status
15613,UNOCHA,UNOCHA,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,558.235274,Yearly,LDC status
15714,UNRWA,UNRWA,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,0,Yearly,LDC status
1587,UNRWA,UNRWA,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,901.5923387,Yearly,LDC status
1599,UNRWA,UNRWA,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,1278.851754,Yearly,LDC status
16013,UNRWA,UNRWA,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,0,Yearly,LDC status
161103,UNRWA,UNRWA,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,0,Yearly,LDC status
16213,UNRWA,UNRWA,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,0,Yearly,LDC status
16313,US,US,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,6621.444669,Yearly,LDC status
16416,US,US,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,6746.840705,Yearly,LDC status
16573,US,US,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,6903.978636,Yearly,LDC status
16615,US,US,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,6819.270972,Yearly,LDC status
16714,US,US,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,7849.708903,Yearly,LDC status
168103,US,US,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,7673.251104,Yearly,LDC status
16933,World Bank,World Bank,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,22019.51988,Yearly,LDC status
17013,World Bank,World Bank,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,24876.66179,Yearly,LDC status
17116,World Bank,World Bank,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,29702.50035,Yearly,LDC status
17293,World Bank,World Bank,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,8833.048837,Yearly,LDC status
17323,World Bank,World Bank,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,11175.73189,Yearly,LDC status
17423,World Bank,World Bank,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,11050.44305,Yearly,LDC status
17523,World Food Programme,World Food Programme,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Volume,2721.059066,Yearly,LDC status
17663,World Food Programme,World Food Programme,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Volume,2890.011806,Yearly,LDC status
17723,World Food Programme,World Food Programme,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Volume,3147.184584,Yearly,LDC status
17823,World Food Programme,World Food Programme,LDC,Disbursements,2018,NA,NA,Specific donor,Volume,3956.854426,Yearly,LDC status
179113,World Food Programme,World Food Programme,LDC,Disbursements,2019,NA,NA,Specific donor,Volume,4739.798194,Yearly,LDC status
18023,World Food Programme,World Food Programme,LDC,Disbursements,2020,NA,NA,Specific donor,Volume,4925.360928,Yearly,LDC status
18112,NA,IFI,Non-LDC,Disbursements,2018,NA,NA,Organisation type,Volume,45290.54433,Yearly,LDC status
18213,NA,IFI,Non-LDC,Disbursements,2019,NA,NA,Organisation type,Volume,48065.97231,Yearly,LDC status
18310,NA,IFI,Non-LDC,Disbursements,2020,NA,NA,Organisation type,Volume,64606.42301,Yearly,LDC status
18412,NA,IFI,LDC,Disbursements,2018,NA,NA,Organisation type,Volume,11905.327,Yearly,LDC status
18514,NA,IFI,LDC,Disbursements,2019,NA,NA,Organisation type,Volume,14698.74422,Yearly,LDC status
186103,NA,IFI,LDC,Disbursements,2020,NA,NA,Organisation type,Volume,16715.13058,Yearly,LDC status
18733,NA,Bilateral,Non-LDC,Disbursements,2018,NA,NA,Organisation type,Volume,19731.39609,Yearly,LDC status
18813,NA,Bilateral,Non-LDC,Disbursements,2019,NA,NA,Organisation type,Volume,19085.13832,Yearly,LDC status
18916,NA,Bilateral,Non-LDC,Disbursements,2020,NA,NA,Organisation type,Volume,18872.98505,Yearly,LDC status
19093,NA,Bilateral,LDC,Disbursements,2018,NA,NA,Organisation type,Volume,19587.64583,Yearly,LDC status
19115,NA,Bilateral,LDC,Disbursements,2019,NA,NA,Organisation type,Volume,20232.03561,Yearly,LDC status
19213,NA,Bilateral,LDC,Disbursements,2020,NA,NA,Organisation type,Volume,19189.61598,Yearly,LDC status
19313,NA,Multilateral,Non-LDC,Disbursements,2018,NA,NA,Organisation type,Volume,10173.52463,Yearly,LDC status
1948,NA,Multilateral,Non-LDC,Disbursements,2019,NA,NA,Organisation type,Volume,11144.65039,Yearly,LDC status
1959,NA,Multilateral,Non-LDC,Disbursements,2020,NA,NA,Organisation type,Volume,12009.70255,Yearly,LDC status
19613,NA,Multilateral,LDC,Disbursements,2018,NA,NA,Organisation type,Volume,11718.29225,Yearly,LDC status
197103,NA,Multilateral,LDC,Disbursements,2019,NA,NA,Organisation type,Volume,13075.71138,Yearly,LDC status
19813,NA,Multilateral,LDC,Disbursements,2020,NA,NA,Organisation type,Volume,13686.72881,Yearly,LDC status
19913,African Development Bank Group,African Development Bank Group,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.611329317,Yearly,LDC status
20016,African Development Bank Group,African Development Bank Group,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.55134101,Yearly,LDC status
20183,African Development Bank Group,African Development Bank Group,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.549139074,Yearly,LDC status
20215,African Development Bank Group,African Development Bank Group,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.388670683,Yearly,LDC status
20314,African Development Bank Group,African Development Bank Group,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.44865899,Yearly,LDC status
204103,African Development Bank Group,African Development Bank Group,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.450860926,Yearly,LDC status
20533,Asian Development Bank,Asian Development Bank,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.868227867,Yearly,LDC status
20613,Asian Development Bank,Asian Development Bank,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.857403086,Yearly,LDC status
20716,Asian Development Bank,Asian Development Bank,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.847586885,Yearly,LDC status
20893,Asian Development Bank,Asian Development Bank,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.131772133,Yearly,LDC status
20923,Asian Development Bank,Asian Development Bank,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.142596914,Yearly,LDC status
21023,Asian Development Bank,Asian Development Bank,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.152413115,Yearly,LDC status
21123,Australia,Australia,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.611726412,Yearly,LDC status
21263,Australia,Australia,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.609963646,Yearly,LDC status
21323,Australia,Australia,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.640007691,Yearly,LDC status
21423,Australia,Australia,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.388273588,Yearly,LDC status
215113,Australia,Australia,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.390036354,Yearly,LDC status
21623,Australia,Australia,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.359992309,Yearly,LDC status
21710,Belgium,Belgium,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.286463469,Yearly,LDC status
21813,Belgium,Belgium,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.308106617,Yearly,LDC status
21910,Belgium,Belgium,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.216286771,Yearly,LDC status
22012,Belgium,Belgium,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.713536531,Yearly,LDC status
22115,Belgium,Belgium,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.691893383,Yearly,LDC status
222103,Belgium,Belgium,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.783713229,Yearly,LDC status
22333,Canada,Canada,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.413429869,Yearly,LDC status
22413,Canada,Canada,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.418425382,Yearly,LDC status
22516,Canada,Canada,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.443316306,Yearly,LDC status
22693,Canada,Canada,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.586570131,Yearly,LDC status
22714,Canada,Canada,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.581574618,Yearly,LDC status
22813,Canada,Canada,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.556683694,Yearly,LDC status
22913,Denmark,Denmark,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.403916334,Yearly,LDC status
2307,Denmark,Denmark,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.299035642,Yearly,LDC status
23112,Denmark,Denmark,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.324571275,Yearly,LDC status
23213,Denmark,Denmark,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.596083666,Yearly,LDC status
233103,Denmark,Denmark,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.700964358,Yearly,LDC status
23413,Denmark,Denmark,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.675428725,Yearly,LDC status
23513,EC,EC,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.585068245,Yearly,LDC status
23616,EC,EC,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.615000987,Yearly,LDC status
23773,EC,EC,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.607088258,Yearly,LDC status
23815,EC,EC,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.414931755,Yearly,LDC status
23914,EC,EC,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.384999013,Yearly,LDC status
240103,EC,EC,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.392911742,Yearly,LDC status
24143,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,1,Yearly,LDC status
24213,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,1,Yearly,LDC status
24316,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,1,Yearly,LDC status
24493,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0,Yearly,LDC status
24523,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0,Yearly,LDC status
24623,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0,Yearly,LDC status
24723,Finland,Finland,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.33383626,Yearly,LDC status
24863,Finland,Finland,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.295691417,Yearly,LDC status
24923,Finland,Finland,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.234056048,Yearly,LDC status
25023,Finland,Finland,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.66616374,Yearly,LDC status
251113,Finland,Finland,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.704308583,Yearly,LDC status
25233,Finland,Finland,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.765943952,Yearly,LDC status
25310,Germany,Germany,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.600836186,Yearly,LDC status
25413,Germany,Germany,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.583509609,Yearly,LDC status
2559,Germany,Germany,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.592705512,Yearly,LDC status
25612,Germany,Germany,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.399163814,Yearly,LDC status
25714,Germany,Germany,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.416490391,Yearly,LDC status
258103,Germany,Germany,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.407294488,Yearly,LDC status
25933,Global Fund,Global Fund,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.430186092,Yearly,LDC status
26013,Global Fund,Global Fund,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.412940467,Yearly,LDC status
26116,Global Fund,Global Fund,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.396338896,Yearly,LDC status
26293,Global Fund,Global Fund,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.569813908,Yearly,LDC status
26314,Global Fund,Global Fund,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.587059533,Yearly,LDC status
26413,Global Fund,Global Fund,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.603661104,Yearly,LDC status
26513,Inter-American Development Bank,Inter-American Development Bank,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.988541232,Yearly,LDC status
2668,Inter-American Development Bank,Inter-American Development Bank,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.992770766,Yearly,LDC status
2679,Inter-American Development Bank,Inter-American Development Bank,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.990838117,Yearly,LDC status
26813,Inter-American Development Bank,Inter-American Development Bank,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.011458768,Yearly,LDC status
269103,Inter-American Development Bank,Inter-American Development Bank,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.007229234,Yearly,LDC status
27013,Inter-American Development Bank,Inter-American Development Bank,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.009161883,Yearly,LDC status
27114,International Committee of the Red Cross,International Committee of the Red Cross,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.481518425,Yearly,LDC status
27216,International Committee of the Red Cross,International Committee of the Red Cross,Non-LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.483837438,Yearly,LDC status
27373,International Committee of the Red Cross,International Committee of the Red Cross,Non-LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.490412843,Yearly,LDC status
27415,International Committee of the Red Cross,International Committee of the Red Cross,LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.518481575,Yearly,LDC status
27514,International Committee of the Red Cross,International Committee of the Red Cross,LDC,Disbursements,2019,NA,NA,Specific donor,Proportion,0.516162562,Yearly,LDC status
276103,International Committee of the Red Cross,International Committee of the Red Cross,LDC,Disbursements,2020,NA,NA,Specific donor,Proportion,0.509587157,Yearly,LDC status
27733,International Fund for Agricultural Development,International Fund for Agricultural Development,Non-LDC,Disbursements,2018,NA,NA,Specific donor,Proportion,0.527919266,Yearly,LDC status
