"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"1771","EC","EC","Water & sanitation","Commitments","2018","Donor","Proportion",0.0437751505673686
"1772","EC","EC","Water & sanitation","Commitments","2019","Donor","Proportion",0.0848682436156397
"1773","EC","EC","Water & sanitation","Commitments","2020","Donor","Proportion",0.0161515211979748
"1774","EC","EC","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0434832337196788
"1775","EC","EC","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0441231056240264
"1776","EC","EC","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0395437303191206
"1777","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0674683432247699
"1778","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0463820147595816
"1779","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0430498724286362
"1780","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
"1781","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"1782","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"1783","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Commitments","2018","Donor","Proportion",0.470905181483022
"1784","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Commitments","2019","Donor","Proportion",0.524491792263406
"1785","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Commitments","2020","Donor","Proportion",0.619464012141202
"1786","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Disbursements","2018","Donor","Proportion",0.00314800928779957
"1787","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Disbursements","2019","Donor","Proportion",0
"1788","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Disbursements","2020","Donor","Proportion",0.00488196829346353
"1789","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Commitments","2018","Donor","Proportion",0
"1790","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Commitments","2019","Donor","Proportion",0
"1791","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Commitments","2020","Donor","Proportion",0
"1792","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Disbursements","2018","Donor","Proportion",0
"1793","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Disbursements","2019","Donor","Proportion",0
"1794","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Disbursements","2020","Donor","Proportion",0
"1795","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Commitments","2018","Donor","Proportion",0
"1796","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Commitments","2019","Donor","Proportion",0
"1797","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Commitments","2020","Donor","Proportion",0
"1798","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Disbursements","2018","Donor","Proportion",0
"1799","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Disbursements","2019","Donor","Proportion",0
"1800","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Disbursements","2020","Donor","Proportion",0
"1801","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Commitments","2018","Donor","Proportion",0
"1802","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Commitments","2019","Donor","Proportion",0
"1803","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Commitments","2020","Donor","Proportion",0
"1804","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Disbursements","2018","Donor","Proportion",0
"1805","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Disbursements","2019","Donor","Proportion",0
"1806","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Disbursements","2020","Donor","Proportion",0
"1807","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Commitments","2018","Donor","Proportion",0.320994588832714
"1808","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Commitments","2019","Donor","Proportion",0.300096014069013
"1809","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Commitments","2020","Donor","Proportion",0.273121645174887
"1810","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Disbursements","2018","Donor","Proportion",0.95763538974667
"1811","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Disbursements","2019","Donor","Proportion",0.935036114848064
"1812","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Disbursements","2020","Donor","Proportion",0.788365413491423
"1813","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Commitments","2018","Donor","Proportion",0.0622156091877037
"1814","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Commitments","2019","Donor","Proportion",0.0537748951462834
"1815","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Commitments","2020","Donor","Proportion",0.0157913258146854
"1816","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Disbursements","2018","Donor","Proportion",0
"1817","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Disbursements","2019","Donor","Proportion",0
"1818","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Disbursements","2020","Donor","Proportion",0
"1819","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Commitments","2018","Donor","Proportion",0.0784162772717899
"1820","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Commitments","2019","Donor","Proportion",0.0752552837617164
"1821","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Commitments","2020","Donor","Proportion",0.0485731444405893
"1822","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Disbursements","2018","Donor","Proportion",0.0392166009655304
"1823","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0649638851519358
"1824","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Disbursements","2020","Donor","Proportion",0.206752618215113
"1825","Finland","Finland","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"1826","Finland","Finland","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"1827","Finland","Finland","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"1828","Finland","Finland","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0961748316030383
"1829","Finland","Finland","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.183566026930739
"1830","Finland","Finland","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"1831","Finland","Finland","Business & industry","Commitments","2018","Donor","Proportion",0
"1832","Finland","Finland","Business & industry","Commitments","2019","Donor","Proportion",0
"1833","Finland","Finland","Business & industry","Commitments","2020","Donor","Proportion",0
"1834","Finland","Finland","Business & industry","Disbursements","2018","Donor","Proportion",0.0670181513082467
"1835","Finland","Finland","Business & industry","Disbursements","2019","Donor","Proportion",0.0828178457212413
