"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value","measure"
"1894","EC","EC","Upper-middle-income","Disbursements","2018","Donor","Volume",2667.81413310886,"Income"
"1895","EC","EC","Upper-middle-income","Disbursements","2019","Donor","Volume",3194.97324477642,"Income"
"1896","EC","EC","Upper-middle-income","Disbursements","2020","Donor","Volume",3086.71000117382,"Income"
"1897","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","High-income","Commitments","2018","Donor","Volume",1528.03031953595,"Income"
"1898","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","High-income","Commitments","2019","Donor","Volume",1888.97809230033,"Income"
"1899","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","High-income","Commitments","2020","Donor","Volume",2506.91196830558,"Income"
"1900","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","High-income","Disbursements","2018","Donor","Volume",40.580822143555,"Income"
"1901","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","High-income","Disbursements","2019","Donor","Volume",171.348659149745,"Income"
"1902","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","High-income","Disbursements","2020","Donor","Volume",592.339122182115,"Income"
"1903","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Low-income","Commitments","2018","Donor","Volume",42.86091185793,"Income"
"1904","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Low-income","Commitments","2019","Donor","Volume",4.4924,"Income"
"1905","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Low-income","Commitments","2020","Donor","Volume",142.715536158536,"Income"
"1906","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Low-income","Disbursements","2018","Donor","Volume",12.139520631895,"Income"
"1907","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Low-income","Disbursements","2019","Donor","Volume",4.596130403249,"Income"
"1908","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Low-income","Disbursements","2020","Donor","Volume",25.678076889465,"Income"
"1909","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Lower-middle-income","Commitments","2018","Donor","Volume",1294.09479128159,"Income"
"1910","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Lower-middle-income","Commitments","2019","Donor","Volume",2894.80289776482,"Income"
"1911","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Lower-middle-income","Commitments","2020","Donor","Volume",2707.57586387375,"Income"
"1912","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Lower-middle-income","Disbursements","2018","Donor","Volume",57.283504038455,"Income"
"1913","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Lower-middle-income","Disbursements","2019","Donor","Volume",244.514185748393,"Income"
"1914","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Lower-middle-income","Disbursements","2020","Donor","Volume",484.504355178045,"Income"
"1915","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Upper-middle-income","Commitments","2018","Donor","Volume",3352.59236500773,"Income"
"1916","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Upper-middle-income","Commitments","2019","Donor","Volume",2871.86484024083,"Income"
"1917","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Upper-middle-income","Commitments","2020","Donor","Volume",3364.23000140709,"Income"
"1918","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Upper-middle-income","Disbursements","2018","Donor","Volume",971.696441037135,"Income"
"1919","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Upper-middle-income","Disbursements","2019","Donor","Volume",437.144458071651,"Income"
"1920","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Upper-middle-income","Disbursements","2020","Donor","Volume",362.76599599731,"Income"
"1921","Finland","Finland","High-income","Commitments","2018","Donor","Volume",0,"Income"
"1922","Finland","Finland","High-income","Commitments","2019","Donor","Volume",0,"Income"
"1923","Finland","Finland","High-income","Commitments","2020","Donor","Volume",0,"Income"
"1924","Finland","Finland","High-income","Disbursements","2018","Donor","Volume",0,"Income"
"1925","Finland","Finland","High-income","Disbursements","2019","Donor","Volume",0,"Income"
"1926","Finland","Finland","High-income","Disbursements","2020","Donor","Volume",0,"Income"
"1927","Finland","Finland","Low-income","Commitments","2018","Donor","Volume",0,"Income"
"1928","Finland","Finland","Low-income","Commitments","2019","Donor","Volume",0,"Income"
"1929","Finland","Finland","Low-income","Commitments","2020","Donor","Volume",0,"Income"
"1930","Finland","Finland","Low-income","Disbursements","2018","Donor","Volume",180.208377330219,"Income"
"1931","Finland","Finland","Low-income","Disbursements","2019","Donor","Volume",94.087610439493,"Income"
"1932","Finland","Finland","Low-income","Disbursements","2020","Donor","Volume",0,"Income"
"1933","Finland","Finland","Lower-middle-income","Commitments","2018","Donor","Volume",0,"Income"
"1934","Finland","Finland","Lower-middle-income","Commitments","2019","Donor","Volume",0,"Income"
"1935","Finland","Finland","Lower-middle-income","Commitments","2020","Donor","Volume",0,"Income"
"1936","Finland","Finland","Lower-middle-income","Disbursements","2018","Donor","Volume",46.1447739975822,"Income"
"1937","Finland","Finland","Lower-middle-income","Disbursements","2019","Donor","Volume",55.543836585798,"Income"
"1938","Finland","Finland","Lower-middle-income","Disbursements","2020","Donor","Volume",0,"Income"
"1939","Finland","Finland","Upper-middle-income","Commitments","2018","Donor","Volume",0,"Income"
"1940","Finland","Finland","Upper-middle-income","Commitments","2019","Donor","Volume",0,"Income"
"1941","Finland","Finland","Upper-middle-income","Commitments","2020","Donor","Volume",0,"Income"
"1942","Finland","Finland","Upper-middle-income","Disbursements","2018","Donor","Volume",37.9933586122307,"Income"
"1943","Finland","Finland","Upper-middle-income","Disbursements","2019","Donor","Volume",10.241815041007,"Income"
"1944","Finland","Finland","Upper-middle-income","Disbursements","2020","Donor","Volume",0,"Income"
"1945","Germany","Germany","High-income","Commitments","2018","Donor","Volume",0.021107317985253,"Income"
"1946","Germany","Germany","High-income","Commitments","2019","Donor","Volume",0.036879391934,"Income"
"1947","Germany","Germany","High-income","Commitments","2020","Donor","Volume",9.8499522751344,"Income"
"1948","Germany","Germany","High-income","Disbursements","2018","Donor","Volume",0.021107317985253,"Income"
"1949","Germany","Germany","High-income","Disbursements","2019","Donor","Volume",0.0449107755963328,"Income"
"1950","Germany","Germany","High-income","Disbursements","2020","Donor","Volume",0.401052086633664,"Income"
"1951","Germany","Germany","Low-income","Commitments","2018","Donor","Volume",3524.59736115975,"Income"
"1952","Germany","Germany","Low-income","Commitments","2019","Donor","Volume",2289.34446762357,"Income"
"1953","Germany","Germany","Low-income","Commitments","2020","Donor","Volume",536.543084477659,"Income"
"1954","Germany","Germany","Low-income","Disbursements","2018","Donor","Volume",1439.61566297849,"Income"
"1955","Germany","Germany","Low-income","Disbursements","2019","Donor","Volume",1283.80888999121,"Income"
"1956","Germany","Germany","Low-income","Disbursements","2020","Donor","Volume",668.647580379124,"Income"
"1957","Germany","Germany","Lower-middle-income","Commitments","2018","Donor","Volume",3822.69546452202,"Income"
"1958","Germany","Germany","Lower-middle-income","Commitments","2019","Donor","Volume",3281.50294979954,"Income"
"1959","Germany","Germany","Lower-middle-income","Commitments","2020","Donor","Volume",624.815775120733,"Income"
"1960","Germany","Germany","Lower-middle-income","Disbursements","2018","Donor","Volume",346.487464336129,"Income"
"1961","Germany","Germany","Lower-middle-income","Disbursements","2019","Donor","Volume",321.409790859675,"Income"
"1962","Germany","Germany","Lower-middle-income","Disbursements","2020","Donor","Volume",231.426928476778,"Income"
"1963","Germany","Germany","Upper-middle-income","Commitments","2018","Donor","Volume",2499.77285176978,"Income"
"1964","Germany","Germany","Upper-middle-income","Commitments","2019","Donor","Volume",2135.92798857193,"Income"
"1965","Germany","Germany","Upper-middle-income","Commitments","2020","Donor","Volume",177.782448095341,"Income"
"1966","Germany","Germany","Upper-middle-income","Disbursements","2018","Donor","Volume",411.341500729711,"Income"
"1967","Germany","Germany","Upper-middle-income","Disbursements","2019","Donor","Volume",367.60495808602,"Income"
"1968","Germany","Germany","Upper-middle-income","Disbursements","2020","Donor","Volume",201.26120226784,"Income"
"1969","Global Fund","Global Fund","High-income","Commitments","2018","Donor","Volume",3.30631756,"Income"
"1970","Global Fund","Global Fund","High-income","Commitments","2019","Donor","Volume",3.45531325,"Income"
"1971","Global Fund","Global Fund","High-income","Commitments","2020","Donor","Volume",2.16248618,"Income"
"1972","Global Fund","Global Fund","High-income","Disbursements","2018","Donor","Volume",2.78309008,"Income"
"1973","Global Fund","Global Fund","High-income","Disbursements","2019","Donor","Volume",3.78560622,"Income"
"1974","Global Fund","Global Fund","High-income","Disbursements","2020","Donor","Volume",3.39972055,"Income"
"1975","Global Fund","Global Fund","Low-income","Commitments","2018","Donor","Volume",1837.76908868,"Income"
"1976","Global Fund","Global Fund","Low-income","Commitments","2019","Donor","Volume",1324.99127892,"Income"
"1977","Global Fund","Global Fund","Low-income","Commitments","2020","Donor","Volume",1600.58108557,"Income"
"1978","Global Fund","Global Fund","Low-income","Disbursements","2018","Donor","Volume",1402.4248396,"Income"
"1979","Global Fund","Global Fund","Low-income","Disbursements","2019","Donor","Volume",1444.07039798,"Income"
"1980","Global Fund","Global Fund","Low-income","Disbursements","2020","Donor","Volume",1785.10253663,"Income"
"1981","Global Fund","Global Fund","Lower-middle-income","Commitments","2018","Donor","Volume",1800.21413593,"Income"
"1982","Global Fund","Global Fund","Lower-middle-income","Commitments","2019","Donor","Volume",1288.49686783,"Income"
"1983","Global Fund","Global Fund","Lower-middle-income","Commitments","2020","Donor","Volume",1917.17655276,"Income"
"1984","Global Fund","Global Fund","Lower-middle-income","Disbursements","2018","Donor","Volume",1389.83130471,"Income"
"1985","Global Fund","Global Fund","Lower-middle-income","Disbursements","2019","Donor","Volume",1629.14247915,"Income"
"1986","Global Fund","Global Fund","Lower-middle-income","Disbursements","2020","Donor","Volume",1963.42684723,"Income"
"1987","Global Fund","Global Fund","Upper-middle-income","Commitments","2018","Donor","Volume",220.27847604,"Income"
"1988","Global Fund","Global Fund","Upper-middle-income","Commitments","2019","Donor","Volume",349.62313179,"Income"
"1989","Global Fund","Global Fund","Upper-middle-income","Commitments","2020","Donor","Volume",236.51184951,"Income"
"1990","Global Fund","Global Fund","Upper-middle-income","Disbursements","2018","Donor","Volume",245.00263795,"Income"
"1991","Global Fund","Global Fund","Upper-middle-income","Disbursements","2019","Donor","Volume",259.96266679,"Income"
"1992","Global Fund","Global Fund","Upper-middle-income","Disbursements","2020","Donor","Volume",329.53417431,"Income"
"1993","Inter-American Development Bank","Inter-American Development Bank","High-income","Commitments","2018","Donor","Volume",851.232,"Income"
"1994","Inter-American Development Bank","Inter-American Development Bank","High-income","Commitments","2019","Donor","Volume",1238,"Income"
"1995","Inter-American Development Bank","Inter-American Development Bank","High-income","Commitments","2020","Donor","Volume",1760,"Income"
"1996","Inter-American Development Bank","Inter-American Development Bank","High-income","Disbursements","2018","Donor","Volume",1349.742802,"Income"
"1997","Inter-American Development Bank","Inter-American Development Bank","High-income","Disbursements","2019","Donor","Volume",726.670987,"Income"
"1998","Inter-American Development Bank","Inter-American Development Bank","High-income","Disbursements","2020","Donor","Volume",3107.218,"Income"
